epoch,x_m,y_m,z_m,lat_deg,lon_deg,height_m,receiver_clock_bias_m,receiver_clock_bias_s,num_sats,GDOP,PDOP,HDOP,VDOP,TDOP,converged,iterations,message,error_3d_m
2026-04-01 00:00:00,-2267800.1032502996,5009340.230380742,3220999.5063516055,30.528518312793725,114.35694410958504,41.846346663311124,70.3654245497096,2.347137917315772e-07,15,0.5288457745680863,0.5015682370766933,0.4038619520454196,0.297432715305975,0.16765189183035548,True,2,定位解算收敛,0.554458878512794
2026-04-01 00:05:00,-2267800.153705139,5009340.249008644,3221000.4683267483,30.528525614046515,114.35694450846924,42.36754000093788,70.61414238757045,2.3554342513703414e-07,15,0.5288819988598007,0.5016094680068529,0.40399162989591875,0.29732611955251603,0.16764280576219254,True,2,定位解算收敛,0.5522323043801373
2026-04-01 00:10:00,-2267800.0710631358,5009340.317392008,3221000.7008631406,30.52852729153319,114.35694343013893,42.50996342021972,55.72583003345996,1.8588136074277077e-07,16,0.5289248001244711,0.5016572351233665,0.40410290284771566,0.29725548853077594,0.1676349087603508,True,2,定位解算收敛,0.7726556789066216
2026-04-01 00:15:00,-2267800.2442574617,5009340.424007452,3221000.6736714663,30.528526307945867,114.35694461599698,42.6413400657475,57.57261557921871,1.9204157423873122e-07,12,0.5289736824806174,0.501710968457775,0.4041946748328235,0.29722140015084125,0.16762834153646736,True,3,定位解算收敛,0.8326327350959386
2026-04-01 00:20:00,-2267800.4152993853,5009340.095408917,3221000.2297167494,30.528523906909285,114.35694765167548,42.21873396448791,57.5928522869073,1.9210907662963056e-07,16,0.5290281831953596,0.5017701366405636,0.4042661755496224,0.2972240389517169,0.16762323404198226,True,2,定位解算收敛,0.4840931996227403
2026-04-01 00:25:00,-2267800.0133448103,5009340.102618677,3220999.894597389,30.528522032577243,114.35694380520606,41.91136797238141,54.71688070528096,1.8251586804522265e-07,16,0.529087887851738,0.5018342630416808,0.4043169788569765,0.2972631967979792,0.16761970501354068,True,2,定位解算收敛,0.14771048439198914
2026-04-01 00:30:00,-2267799.5299958885,5009339.9666628875,3221000.0154773905,30.528524452673157,114.35693980134148,41.694376258179545,67.05673282629205,2.2367718412146328e-07,16,0.5291524389897814,0.5019029349041118,0.40434701461695755,0.2973382717305577,0.16761786188671315,True,2,定位解算收敛,0.47143904965649885
2026-04-01 00:35:00,-2267799.839704885,5009340.334221918,3221000.029788406,30.528522444364626,114.35694116168584,42.100096258334816,35.269843504218635,1.176475343626511e-07,16,0.5292215354936941,0.5019758033948942,0.4043565692574798,0.29744826792615625,0.16761779868603993,True,3,定位解算收敛,0.37186847613905927
2026-04-01 00:40:00,-2267799.9115115185,5009339.905323384,3221000.1290411963,30.52852487013235,114.35694368641056,41.83946228027344,69.77272851931322,2.3273677058051013e-07,17,0.5292949350798779,0.5020525848842124,0.4043462833545866,0.297591802854601,0.16761960002425982,True,2,定位解算收敛,0.18288111781712757
2026-04-01 00:45:00,-2267800.0792504638,5009340.159212246,3220999.936171154,30.528521994825336,114.35694418760407,42.00030844658613,68.22930321272607,2.275884579215334e-07,17,0.5293724361621283,0.5021330437018119,0.4043171309960674,0.2977671089297047,0.16762333546073113,True,2,定位解算收敛,0.18895316015847116
2026-04-01 00:50:00,-2267800.1161379097,5009339.803421425,3220999.5530971107,30.528520433834807,114.3569460666975,41.53963150177151,62.727307291611886,2.0923577500942963e-07,17,0.5294538714090192,0.502216983696274,0.40427040161441896,0.29797204750026446,0.16762906441609307,True,2,定位解算收敛,0.5018499205884067
2026-04-01 00:55:00,-2267799.785190455,5009340.0165523505,3220999.8551471974,30.528522516453425,114.35694200934287,41.742740019224584,59.54865270660185,1.9863292460346634e-07,16,0.5295390854073175,0.5023042257598616,0.4042076650160797,0.29820412263827384,0.1676368329389588,True,2,定位解算收敛,0.2596140506463787
2026-04-01 01:00:00,-2267800.076003892,5009340.028922113,3221000.2473340263,30.528524962483505,114.35694471668434,42.054975868202746,71.54657763146199,2.386536943216296e-07,16,0.5296279154408584,0.5023945874880217,0.4041307353390302,0.29846050038756244,0.16764667392158297,True,2,定位解算收敛,0.2603597525169294
